mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.017500591278076173,0.0018786076400968453,0.011105728149414063,0.0014487790813355204,0.01,l2,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5142857142857142,0.5970149253731343,0.5428571428571428,0.47619047619047616,0.5161290322580645,0.5292954581929064,0.039971569455406065,5
0.014117574691772461,0.00297210218654728,0.011817216873168945,0.0015555778081725407,0.1,l2,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.6,0.6756756756756757,0.5675675675675675,0.5555555555555556,0.6575342465753424,0.6112666090748282,0.047811057995398816,4
0.012380838394165039,0.004782940523547781,0.011959457397460937,0.0030303663025963248,1.0,l2,"{'clf__C': 1, 'clf__penalty': 'l2'}",0.6172839506172839,0.6842105263157895,0.56,0.547945205479452,0.6578947368421053,0.6134668838509262,0.05318809091261764,3
0.011371326446533204,0.0020630729075291386,0.010840654373168945,0.002226625689462577,10.0,l2,"{'clf__C': 10, 'clf__penalty': 'l2'}",0.6506024096385542,0.6842105263157895,0.56,0.5675675675675675,0.6578947368421053,0.6240550480728033,0.05052217956934724,1
0.013672876358032226,0.002674983912689553,0.01122746467590332,0.002325092741594566,100.0,l2,"{'clf__C': 100, 'clf__penalty': 'l2'}",0.6506024096385542,0.6842105263157895,0.56,0.5675675675675675,0.6578947368421053,0.6240550480728033,0.05052217956934724,1
